title,rated,released,runtime,director,writer,actors,plot,language,country,awards,metascore,imdbrating,imdbvotes,dvd,boxoffice,response,genre,star,budget,gross,year,internet_movie_database_rating,rotten_tomato_rating,metacritic_rating
The Hunger Games: Mockingjay - Part 1,PG-13,2014-11-21,123,Francis Lawrence,"Peter Craig, Danny Strong, Suzanne Collins","Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth","Katniss Everdeen is in District 13 after she shatters the games forever. Under the leadership of President Coin and the advice of her trusted friends, Katniss spreads her wings as she fights to save Peeta and a nation moved by her co",English,"United States, Canada, France",21 wins & 32 nominations,64.0,6.6,438825,07 Mar 2014,337135885.0,True,Action,Jennifer Lawrence,125000000.0,755356711.0,2014,6.6,69.0,64.0
Tusk,R,2014-09-19,102,Kevin Smith,Kevin Smith,"Justin Long, Michael Parks, Haley Joel Osment",A brash and arrogant podcaster gets more than he bargained for when he travels to Canada to interview a mysterious recluse... who has a rather disturbing fondness for walruses.,English,"Canada, United States",2 wins & 7 nominations,55.0,5.3,50591,30 Dec 2014,1826705.0,True,Comedy,Justin Long,3000000.0,1882074.0,2014,5.3,45.0,55.0
Night at the Museum: Secret of the Tomb,PG,2014-12-19,98,Shawn Levy,"David Guion, Michael Handelman, Mark Friedman","Ben Stiller, Robin Williams, Owen Wilson","Larry spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.",English,"United Kingdom, United States",1 win & 4 nominations,47.0,6.2,116749,10 Mar 2015,113746621.0,True,Adventure,Ben Stiller,127000000.0,363204635.0,2014,6.2,47.0,47.0
The Fault in Our Stars,PG-13,2014-06-06,126,Josh Boone,"Scott Neustadter, Michael H. Weber, John Green","Shailene Woodley, Ansel Elgort, Nat Wolff",Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam.,English,United States,21 wins & 17 nominations,69.0,7.7,363617,16 Sep 2014,124872350.0,True,Drama,Shailene Woodley,12000000.0,307166834.0,2014,7.7,81.0,69.0
"As Above, So Below",R,2014-08-29,93,John Erick Dowdle,"John Erick Dowdle, Drew Dowdle","Perdita Weeks, Ben Feldman, Edwin Hodge","When a team of explorers ventures into the catacombs that lie beneath the streets of Paris, they uncover the dark secret that lies within this city of the dead.","English, French, Latin",United States,1 win & 6 nominations,38.0,6.2,87358,02 Dec 2014,21321100.0,True,Horror,Perdita Weeks,5000000.0,41898409.0,2014,6.2,26.0,38.0
Annabelle,R,2014-10-03,99,John R. Leonetti,Gary Dauberman,"Ward Horton, Annabelle Wallis, Alfre Woodard",A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.,English,United States,3 wins & 7 nominations,37.0,5.4,152309,20 Jan 2015,84273813.0,True,Horror,Ward Horton,6500000.0,257579282.0,2014,5.4,29.0,37.0
Boyhood,R,2014-08-15,165,Richard Linklater,Richard Linklater,"Ellar Coltrane, Patricia Arquette, Ethan Hawke","The life of Mason, from early childhood to his arrival at college.","English, Spanish",United States,Won 1 Oscar. 173 wins & 218 nominations total,100.0,7.9,347775,06 Jan 2015,25352281.0,True,Drama,Ellar Coltrane,4000000.0,48137666.0,2014,7.9,97.0,100.0
The Theory of Everything,PG-13,2014-11-26,123,James Marsh,"Anthony McCarten, Jane Hawking","Eddie Redmayne, Felicity Jones, Tom Prior",A look at the relationship between the famous physicist Stephen Hawking and his wife.,"English, French","United Kingdom, Japan",Won 1 Oscar. 25 wins & 125 nominations total,71.0,7.7,433035,17 Feb 2015,35893537.0,True,Biography,Eddie Redmayne,15000000.0,123726688.0,2014,7.7,80.0,71.0
The Expendables 3,PG-13,2014-08-15,126,Patrick Hughes,"Sylvester Stallone, Creighton Rothenberger, Katrin Benedikt","Sylvester Stallone, Jason Statham, Jet Li","Barney augments his team with new blood for a personal battle: to take down Conrad Stonebanks, the Expendables co-founder and notorious arms trader who is hell bent on wiping out Barney and every single one of his associates.","English, Romanian, Spanish","France, Germany, Bulgaria, United States",2 wins & 5 nominations,35.0,6.1,177638,25 Nov 2014,39322544.0,True,Action,Sylvester Stallone,80000000.0,214657577.0,2014,6.1,32.0,35.0
The Interview,R,2014-12-24,112,"Evan Goldberg, Seth Rogen","Dan Sterling, Seth Rogen, Evan Goldberg","James Franco, Seth Rogen, Randall Park","Dave Skylark and his producer Aaron Rapaport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Jong-Un Kim, they are recruited by the CIA to assassinate him.","English, Korean",United States,1 win & 6 nominations,52.0,6.5,321105,17 Feb 2015,6105175.0,True,Action,James Franco,44000000.0,11782625.0,2014,6.5,51.0,52.0
The Drop,R,2014-09-12,106,Michaël R. Roskam,Dennis Lehane,"Tom Hardy, Noomi Rapace, James Gandolfini","Bob Saginowski finds himself at the center of a robbery gone awry and entwined in an investigation that digs deep into the neighborhood's past where friends, families, and foes all work together to make a living - no matter the cost.","English, Russian",United States,4 wins & 5 nominations,69.0,7.1,149445,20 Jan 2015,10724389.0,True,Crime,Tom Hardy,12600000.0,18658381.0,2014,7.1,89.0,69.0
Transformers: Age of Extinction,PG-13,2014-06-27,165,Michael Bay,Ehren Kruger,"Mark Wahlberg, Nicola Peltz, Jack Reynor","When humanity allies with a bounty hunter in pursuit of Optimus Prime, the Autobots turn to a mechanic and his family for help.","Chinese, English","United States, China, Hong Kong",5 wins & 23 nominations,32.0,5.6,307720,30 Sep 2014,245439076.0,True,Action,Mark Wahlberg,210000000.0,1104054072.0,2014,5.6,17.0,32.0
Inherent Vice,R,2015-01-09,148,Paul Thomas Anderson,"Paul Thomas Anderson, Thomas Pynchon","Joaquin Phoenix, Josh Brolin, Owen Wilson","In 1970, drug-fueled Los Angeles private investigator Larry ""Doc"" Sportello investigates the disappearance of a former girlfriend.","English, Japanese",United States,Nominated for 2 Oscars. 15 wins & 98 nominations total,81.0,6.7,100964,28 Apr 2015,8110975.0,True,Comedy,Joaquin Phoenix,20000000.0,14710975.0,2015,6.7,73.0,81.0
Neighbors,R,2014-05-09,97,Nicholas Stoller,"Andrew Jay Cohen, Brendan O'Brien","Seth Rogen, Rose Byrne, Zac Efron","After they are forced to live next to a fraternity house, a couple with a newborn baby do whatever they can to take them down.",English,United States,7 wins & 11 nominations,68.0,6.3,300825,23 Sep 2014,150157400.0,True,Comedy,John Belushi,8500000.0,29916207.0,2014,6.3,73.0,68.0
Neighbors,R,2014-05-09,97,Nicholas Stoller,"Andrew Jay Cohen, Brendan O'Brien","Seth Rogen, Rose Byrne, Zac Efron","After they are forced to live next to a fraternity house, a couple with a newborn baby do whatever they can to take them down.",English,United States,7 wins & 11 nominations,68.0,6.3,300825,23 Sep 2014,150157400.0,True,Comedy,Seth Rogen,18000000.0,270665134.0,2014,6.3,73.0,68.0
The Babadook,Not Rated,2014-11-28,94,Jennifer Kent,Jennifer Kent,"Essie Davis, Noah Wiseman, Daniel Henshall","A single mother and her child fall into a deep well of paranoia when an eerie children's book titled ""Mister Babadook"" manifests in their home.",English,"Australia, Canada",56 wins & 64 nominations,86.0,6.8,211514,14 Apr 2015,964413.0,True,Drama,Essie Davis,2000000.0,10312540.0,2014,6.8,98.0,86.0
Sex Tape,R,2014-07-18,94,Jake Kasdan,"Kate Angelo, Jason Segel, Nicholas Stoller","Jason Segel, Cameron Diaz, Rob Corddry","A married couple wake up to discover that the sex tape they made the evening before has gone missing, leading to a frantic search for its whereabouts.","English, Ukrainian",United States,2 wins & 3 nominations,36.0,5.1,111134,21 Oct 2014,38543473.0,True,Comedy,Jason Segel,40000000.0,126069509.0,2014,5.1,16.0,36.0
The Other Woman,PG-13,2014-04-25,109,Nick Cassavetes,Melissa K. Stack,"Cameron Diaz, Leslie Mann, Kate Upton","After discovering her boyfriend is married, Carly soon meets the wife he's been betraying. And when yet another love affair is discovered, all three women team up to plot revenge on the three-timing S.O.B.",English,United States,3 wins & 5 nominations,39.0,6.0,136962,29 Jul 2014,83911193.0,True,Comedy,Cameron Diaz,40000000.0,196710396.0,2014,6.0,26.0,39.0
Wild Tales,R,2014-08-21,122,Damián Szifron,"Germán Servidio, Damián Szifron","Darío Grandinetti, María Marull, Mónica Villa",Six short stories that explore the extremities of human behavior involving people in distress.,Spanish,"Argentina, Spain, France, United Kingdom",Nominated for 1 Oscar. 49 wins & 58 nominations total,77.0,8.1,190506,16 Jun 2015,3106530.0,True,Comedy,Darío Grandinetti,3300000.0,30642704.0,2014,8.1,94.0,77.0
Wild,R,2014-12-19,115,Jean-Marc Vallée,"Nick Hornby, Cheryl Strayed","Reese Witherspoon, Laura Dern, Gaby Hoffmann",A chronicle of one woman's one thousand one hundred mile solo hike undertaken as a way to recover from a recent personal tragedy.,English,United States,Nominated for 2 Oscars. 13 wins & 69 nominations total,74.0,7.1,125950,31 Mar 2015,37880356.0,True,Adventure,Reese Witherspoon,15000000.0,52501541.0,2014,7.1,88.0,74.0
Foxcatcher,R,2015-01-16,134,Bennett Miller,"E. Max Frye, Dan Futterman","Steve Carell, Channing Tatum, Mark Ruffalo","U.S. Olympic wrestling champions and brothers Mark Schultz and Dave Schultz join ""Team Foxcatcher"", led by eccentric multi-millionaire John du Pont, as they train for the 1988 Olympic Games in Seoul, South Korea, but John's self-dest","English, French",United States,Nominated for 5 Oscars. 13 wins & 81 nominations total,81.0,7.0,139887,03 Mar 2015,12096300.0,True,Biography,Steve Carell,24000000.0,19206513.0,2015,7.0,87.0,81.0
The Guest,R,2014-09-05,100,Adam Wingard,Simon Barrett,"Dan Stevens, Sheila Kelley, Maika Monroe","A soldier introduces himself to the Peterson family, claiming to be a friend of their son who died in action. After the young man is welcomed into their home, a series of accidental deaths seem to be connected to his presence.",English,"United States, United Kingdom",4 wins & 13 nominations,76.0,6.7,98010,06 Jan 2015,332890.0,True,Action,Dan Stevens,5000000.0,2700051.0,2014,6.7,92.0,76.0
Teenage Mutant Ninja Turtles,PG-13,2014-08-08,101,Jonathan Liebesman,"Josh Appelbaum, André Nemec, Evan Daugherty","Megan Fox, Will Arnett, William Fichtner","When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.","English, Japanese",United States,1 win & 11 nominations,31.0,5.8,207076,16 Dec 2014,191204754.0,True,Action,Judith Hoag,13500000.0,201965915.0,2014,5.8,21.0,31.0
Teenage Mutant Ninja Turtles,PG-13,2014-08-08,101,Jonathan Liebesman,"Josh Appelbaum, André Nemec, Evan Daugherty","Megan Fox, Will Arnett, William Fichtner","When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.","English, Japanese",United States,1 win & 11 nominations,31.0,5.8,207076,16 Dec 2014,191204754.0,True,Action,Megan Fox,125000000.0,485004754.0,2014,5.8,21.0,31.0
22 Jump Street,R,2014-06-13,112,"Phil Lord, Christopher Miller","Michael Bacall, Oren Uziel, Rodney Rothman","Channing Tatum, Jonah Hill, Ice Cube","After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college.",English,United States,7 wins & 25 nominations,71.0,7.0,363581,18 Nov 2014,191719337.0,True,Action,Channing Tatum,50000000.0,331333876.0,2014,7.0,84.0,71.0
Dawn of the Planet of the Apes,PG-13,2014-07-11,130,Matt Reeves,"Mark Bomback, Rick Jaffa, Amanda Silver","Gary Oldman, Keri Russell, Andy Serkis",A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.,"English, American Sign ","United States, United Kingdom, Canada",Nominated for 1 Oscar. 17 wins & 48 nominations total,79.0,7.6,427432,02 Dec 2014,208545589.0,True,Action,Gary Oldman,170000000.0,710644566.0,2014,7.6,90.0,79.0
Brick Mansions,PG-13,2014-04-25,90,Camille Delamarre,"Luc Besson, Bibi Naceri, Ryan Amon","Paul Walker, David Belle, RZA",An undercover Detroit cop navigates a dangerous neighborhood that's surrounded by a containment wall with the help of an ex-con in order to bring down a crime lord and his plot to devastate the entire city.,"English, Chinese","France, Canada, United States, Spain",1 nomination,40.0,5.7,41721,26 Aug 2014,20396829.0,True,Action,Paul Walker,28000000.0,71416730.0,2014,5.7,26.0,40.0
Vampire Academy,PG-13,2014-02-07,104,Mark Waters,"Richelle Mead, Daniel Waters","Zoey Deutch, Lucy Fry, Danila Kozlovskiy","Rose Hathaway is a Dhampir, half human-half vampire, a guardian of the Moroi, peaceful, mortal vampires living discreetly within our world. Her calling is to protect the Moroi from bloodthirsty, immortal Vampires, the Strigoi.",English,"United States, United Kingdom",2 nominations,31.0,5.5,53671,20 May 2014,7791979.0,True,Action,Zoey Deutch,30000000.0,15642346.0,2014,5.5,16.0,31.0
The Monuments Men,PG-13,2014-02-07,118,George Clooney,"George Clooney, Grant Heslov, Robert M. Edsel","George Clooney, Matt Damon, Bill Murray",An unlikely World War II platoon is tasked to rescue art masterpieces from Nazi thieves and return them to their owners.,"English, German, Russian, French, Flemish, Dutch","United States, Germany",3 wins & 3 nominations,52.0,6.1,129604,20 May 2014,78031620.0,True,Comedy,George Clooney,70000000.0,156706638.0,2014,6.1,30.0,52.0
Honeymoon,R,2014-09-12,87,Leigh Janiak,"Phil Graziadei, Leigh Janiak","Rose Leslie, Harry Treadaway, Ben Huber",A newlywed couple finds their lake-country honeymoon descend into chaos after Paul finds Bea wandering and disoriented in the middle of the night.,English,United States,5 nominations,65.0,5.7,25292,13 Jan 2015,9318.0,True,Drama,Rose Leslie,1000000.0,24343.0,2014,5.7,76.0,65.0
Before We Go,PG-13,2015-07-21,95,Chris Evans,"Ronald Bass, Jen Smolka, Chris Shafer","Chris Evans, Alice Eve, Emma Fitzpatrick",Two strangers stuck in Manhattan for the night grow into each other's most trusted confidants when an evening of unexpected adventure forces them to confront their fears and take control of their lives.,English,United States,NA,31.0,6.8,56274,03 Nov 2015,37151.0,True,Comedy,Chris Evans,0.0,462875.0,2015,6.8,27.0,31.0
How to Train Your Dragon 2,PG,2014-06-13,102,Dean DeBlois,"Dean DeBlois, Cressida Cowell","Jay Baruchel, Cate Blanchett, Gerard Butler","When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",English,United States,Nominated for 1 Oscar. 15 wins & 61 nominations total,77.0,7.8,321777,11 Nov 2014,177002924.0,True,Animation,Jay Baruchel,145000000.0,621537519.0,2014,7.8,91.0,77.0
Noah,PG-13,2014-03-28,138,Darren Aronofsky,"Darren Aronofsky, Ari Handel","Russell Crowe, Jennifer Connelly, Anthony Hopkins",Noah is chosen by God to undertake a momentous mission before an apocalyptic flood cleanses the world.,English,United States,1 win & 19 nominations,68.0,5.7,251187,29 Jul 2014,101200044.0,True,Action,Russell Crowe,125000000.0,359200044.0,2014,5.7,76.0,68.0
A Walk Among the Tombstones,R,2014-09-19,114,Scott Frank,"Lawrence Block, Scott Frank","Liam Neeson, Dan Stevens, David Harbour",Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.,"English, Spanish, Urdu, Russian",United States,1 nomination,57.0,6.5,117637,13 Jan 2015,26307600.0,True,Action,Liam Neeson,28000000.0,58834384.0,2014,6.5,68.0,57.0
Need for Speed,PG-13,2014-03-14,132,Scott Waugh,"George Gatins, John Gatins","Aaron Paul, Dominic Cooper, Imogen Poots","Fresh from prison, a street racer who was framed by a wealthy business associate joins a cross-country race with revenge in mind. His ex-partner, learning of the plan, places a massive bounty on his head as the race begins.",English,"United States, India",1 win & 5 nominations,39.0,6.4,168045,05 Aug 2014,43577636.0,True,Action,Aaron Paul,66000000.0,203277636.0,2014,6.4,22.0,39.0
Rio 2,G,2014-04-11,101,Carlos Saldanha,"Don Rhymer, Carlos Kotkin, Jenny Bicks","Jesse Eisenberg, Anne Hathaway, Jemaine Clement","It's a jungle out there for Blu, Jewel, and their three kids after they're hurtled from Rio de Janeiro to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel and meets his father-in-law.","English, Portuguese","United States, Canada",Nominated for 1 BAFTA Film Award2 wins & 24 nominations total,49.0,6.3,86174,15 Jul 2014,131538435.0,True,Animation,Jesse Eisenberg,103000000.0,498781117.0,2014,6.3,48.0,49.0
Seventh Son,PG-13,2015-02-06,102,Sergei Bodrov,"Charles Leavitt, Steven Knight, Matt Greenberg","Ben Barnes, Julianne Moore, Jeff Bridges","When Mother Malkin, the queen of evil witches, escapes the pit she was imprisoned in by professional monster hunter Spook decades ago and kills his apprentice, he recruits young Tom, the seventh son of the seventh son, to help him.",English,"United States, United Kingdom, Canada, China",2 wins & 1 nomination,30.0,5.5,75202,26 May 2015,17223265.0,True,Action,Ben Barnes,95000000.0,114178613.0,2015,5.5,12.0,30.0
Exodus: Gods and Kings,PG-13,2014-12-12,150,Ridley Scott,"Adam Cooper, Bill Collage, Jeffrey Caine","Christian Bale, Joel Edgerton, Ben Kingsley","The defiant leader Moses rises up against Egyptian Pharaoh Ramses II, setting six hundred thousand slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.",English,"United Kingdom, Spain, United States",5 nominations,52.0,6.0,165596,17 Mar 2015,65014513.0,True,Action,Christian Bale,140000000.0,268175631.0,2014,6.0,30.0,52.0
A Million Ways to Die in the West,R,2014-05-30,116,Seth MacFarlane,"Seth MacFarlane, Alec Sulkin, Wellesley Wild","Seth MacFarlane, Charlize Theron, Liam Neeson","As a cowardly farmer begins to fall for the mysterious new woman in town, he must put his newly found courage to the test when her husband, a notorious gun-slinger, announces his arrival.","English, Navajo, Mandarin",United States,6 nominations,44.0,6.1,185327,07 Oct 2014,43139300.0,True,Comedy,Seth MacFarlane,40000000.0,87189756.0,2014,6.1,33.0,44.0
Sabotage,R,2014-03-28,109,David Ayer,"Skip Woods, David Ayer","Arnold Schwarzenegger, Sam Worthington, Terrence Howard",Members of an elite DEA task force find themselves being taken down one by one after they rob a drug cartel safe house.,"English, Spanish",United States,2 wins & 5 nominations,41.0,5.7,62654,NA,10508518.0,True,Action,Arnold Schwarzenegger,35000000.0,22126842.0,2014,5.7,22.0,41.0
Paddington,PG,2015-01-16,95,Paul King,"Paul King, Hamish McColl, Michael Bond","Hugh Bonneville, Sally Hawkins, Julie Walters","A young Peruvian bear travels to London in search of a home. Finding himself lost and alone at Paddington Station, he meets the kindly Brown family, who offer him a temporary haven.",English,"United Kingdom, France, United States, China",Nominated for 2 BAFTA Film 3 wins & 7 nominations total,77.0,7.3,108685,28 Apr 2015,76271832.0,True,Animation,Hugh Bonneville,55000000.0,282377683.0,2015,7.3,97.0,77.0
Non-Stop,PG-13,2014-02-28,106,Jaume Collet-Serra,"John W. Richardson, Christopher Roach, Ryan Engle","Liam Neeson, Julianne Moore, Scoot McNairy","An air marshal springs into action during a transatlantic flight after receiving a series of text messages demanding $150 million into an off-shore account, or someone will die every 20 minutes.","English, German","United Kingdom, France, United States, Canada",1 nomination,56.0,6.9,259599,10 Jun 2014,92168600.0,True,Action,Liam Neeson,50000000.0,222809600.0,2014,6.9,62.0,56.0
The Best of Me,PG-13,2014-10-17,118,Michael Hoffman,"Nicholas Sparks, Will Fetters, J. Mills Goodloe","James Marsden, Michelle Monaghan, Luke Bracey",A pair of former high school sweethearts reunite after many years when they return to visit their small hometown.,English,United States,NA,29.0,6.7,70254,03 Feb 2015,26766213.0,True,Drama,James Marsden,26000000.0,38609668.0,2014,6.7,12.0,29.0
Horrible Bosses 2,R,2014-11-26,108,Sean Anders,"Sean Anders, John Morris, Jonathan Goldstein","Jason Bateman, Jason Sudeikis, Charlie Day","Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme.","English, Spanish",United States,1 win & 6 nominations,40.0,6.3,167153,24 Feb 2015,54445357.0,True,Comedy,Jason Bateman,42000000.0,107645357.0,2014,6.3,35.0,40.0
This Is Where I Leave You,R,2014-09-19,103,Shawn Levy,Jonathan Tropper,"Jason Bateman, Tina Fey, Jane Fonda","After their father passes away, four grown siblings are forced to return to their childhood home and live under the same roof for a week, along with their over-sharing mother and an assortment of spouses, exes and might-have-beens.","English, Hebrew",United States,1 nomination,44.0,6.6,77270,16 Dec 2014,34296320.0,True,Comedy,Jason Bateman,19800000.0,41296320.0,2014,6.6,44.0,44.0
Into the Storm,PG-13,2014-08-08,89,Steven Quale,John Swetnam,"Richard Armitage, Sarah Wayne Callies, Matt Walsh","Storm trackers, thrill-seekers, and everyday townspeople document an unprecedented onslaught of tornadoes touching down in the town of Silverton.",English,United States,2 wins & 1 nomination,44.0,5.8,67439,18 Nov 2014,47602194.0,True,Action,Richard Armitage,50000000.0,161502194.0,2014,5.8,21.0,44.0
Penguins of Madagascar,PG,2014-11-26,92,"Eric Darnell, Simon J. Smith","Michael Colton, John Aboud, Brandon Sawyer","Tom McGrath, Chris Miller, Christopher Knights","Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it.","English, Italian, Mandarin, Spanish, Armenian",United States,8 nominations,53.0,6.7,86590,04 Nov 2014,83850911.0,True,Animation,Tom McGrath,132000000.0,373515621.0,2014,6.7,73.0,53.0
Jack Ryan: Shadow Recruit,PG-13,2014-01-17,105,Kenneth Branagh,"Adam Cozad, David Koepp, Tom Clancy","Chris Pine, Kevin Costner, Keira Knightley","Jack Ryan, as a young covert C.I.A. analyst, uncovers a Russian plot to crash the U.S. economy with a terrorist attack.","English, Russian","United States, Russia",3 nominations,57.0,6.2,128620,10 Jun 2014,50577412.0,True,Action,Chris Pine,60000000.0,135503748.0,2014,6.2,54.0,57.0
Mommy,R,2014-10-08,139,Xavier Dolan,Xavier Dolan,"Anne Dorval, Antoine Olivier Pilon, Suzanne Clément","A widowed single mother, raising her violent son alone, finds new hope when a mysterious neighbor inserts herself into their household.","French, English",Canada,54 wins & 66 nominations,74.0,8.1,54997,17 Mar 2015,3494070.0,True,Drama,Anne Dorval,0.0,13156856.0,2014,8.1,88.0,74.0
Testament of Youth,PG-13,2015-01-16,129,James Kent,"Vera Brittain, Juliette Towhidi","Alicia Vikander, Kit Harington, Taron Egerton","A British woman recalls coming of age during World War I - a story of young love, the futility of war, and how to make sense of the darkest times.","English, German","United Kingdom, Denmark",5 wins & 7 nominations,76.0,7.3,28364,20 Oct 2015,1822250.0,True,Biography,Alicia Vikander,0.0,5874883.0,2015,7.3,84.0,76.0
Cooties,R,2015-09-18,88,"Jonathan Milott, Cary Murnion","Leigh Whannell, Ian Brennan, Josh C. Waller","Elijah Wood, Rainn Wilson, Alison Pill","A mysterious virus hits an isolated elementary school, transforming the kids into a feral swarm of mass savages. An unlikely hero must lead a motley band of teachers in the fight of their lives.",English,United States,1 win & 4 nominations,49.0,5.7,25288,01 Dec 2015,60058.0,True,Action,Elijah Wood,0.0,485544.0,2015,5.7,48.0,49.0
The Book of Life,PG,2014-10-17,95,Jorge R. Gutiérrez,"Jorge R. Gutiérrez, Doug Langdale","Diego Luna, Zoe Saldana, Channing Tatum","Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart, embarks on an adventure that spans three fantastic worlds where he must face his greatest fears.","English, Spanish",United States,3 wins & 29 nominations,67.0,7.3,68972,27 Jan 2015,50151543.0,True,Animation,Diego Luna,50000000.0,99783556.0,2014,7.3,83.0,67.0
Goodnight Mommy,R,2015-09-11,99,"Severin Fiala, Veronika Franz","Veronika Franz, Severin Fiala","Lukas Schwarz, Elias Schwarz, Susanne Wuest","Twin boys move to a new house with their mother after she has face-changing cosmetic surgery, but under the bandages is someone the boys don't recognize.",German,Austria,23 wins & 36 nominations,81.0,6.7,49461,15 Dec 2015,1178196.0,True,Horror,Lukas Schwarz,0.0,2193474.0,2015,6.7,85.0,81.0
The November Man,R,2014-08-27,108,Roger Donaldson,"Michael Finch, Karl Gajdusek, Bill Granger","Pierce Brosnan, Luke Bracey, Olga Kurylenko",An ex-C.I.A. operative is brought back in on a very personal mission and finds himself pitted against his former pupil in a deadly game involving high level C.I.A. officials and the Russian President-elect.,"English, Russian","United States, United Kingdom",NA,38.0,6.3,66904,25 Nov 2014,25018119.0,True,Action,Pierce Brosnan,15000000.0,39661919.0,2014,6.3,36.0,38.0
Dracula Untold,PG-13,2014-10-10,92,Gary Shore,"Matt Sazama, Burk Sharpless, Bram Stoker","Luke Evans, Dominic Cooper, Sarah Gadon","As his kingdom is being threatened by the Turks, young prince Vlad Tepes must become a monster feared by his own people in order to obtain the power needed to protect his own family, and the families of his kingdom.","English, Turkish",United States,3 wins & 5 nominations,40.0,6.3,189162,03 Feb 2015,56280355.0,True,Action,Luke Evans,70000000.0,217124280.0,2014,6.3,25.0,40.0
Unfriended,R,2015-04-17,83,Levan Gabriadze,Nelson Greaves,"Heather Sossaman, Matthew Bohrer, Courtney Halverson","A group of online chatroom friends find themselves haunted by a mysterious, supernatural force using the account of their dead friend.",English,"United States, Russia",3 wins & 6 nominations,59.0,5.5,73294,11 Aug 2015,32482090.0,True,Horror,Heather Sossaman,1000000.0,62882090.0,2015,5.5,62.0,59.0
I Origins,R,2014-07-18,106,Mike Cahill,Mike Cahill,"Michael Pitt, Steven Yeun, Astrid Bergès-Frisbey",A molecular biologist and his laboratory partner uncover evidence that may fundamentally change society as we know it.,"English, Hindi",United States,2 wins & 3 nominations,57.0,7.4,121988,09 Dec 2014,336472.0,True,Drama,Michael Pitt,1000000.0,481234.0,2014,7.4,52.0,57.0
Transcendence,PG-13,2014-04-18,119,Wally Pfister,Jack Paglen,"Johnny Depp, Rebecca Hall, Morgan Freeman",A scientist's drive for artificial intelligence takes on dangerous implications when his own consciousness is uploaded into one such program.,English,"United Kingdom, China, United States",3 wins & 5 nominations,42.0,6.2,224216,22 Jul 2014,23022309.0,True,Action,Johnny Depp,100000000.0,103039258.0,2014,6.2,19.0,42.0
Endless Love,PG-13,2014-02-14,104,Shana Feste,"Shana Feste, Joshua Safran, Scott Spencer","Gabriella Wilde, Alex Pettyfer, Bruce Greenwood",The story of a privileged girl and a charismatic boy whose instant desire sparks a love affair made only more reckless by parents trying to keep them apart.,English,United States,1 win,30.0,6.3,43278,15 Apr 2014,23438250.0,True,Drama,Brooke Shields,0.0,32492674.0,2014,6.3,16.0,30.0
Endless Love,PG-13,2014-02-14,104,Shana Feste,"Shana Feste, Joshua Safran, Scott Spencer","Gabriella Wilde, Alex Pettyfer, Bruce Greenwood",The story of a privileged girl and a charismatic boy whose instant desire sparks a love affair made only more reckless by parents trying to keep them apart.,English,United States,1 win,30.0,6.3,43278,15 Apr 2014,23438250.0,True,Drama,Gabriella Wilde,20000000.0,34718173.0,2014,6.3,16.0,30.0
Just Before I Go,R,2015-04-24,95,Courteney Cox,David Flebotte,"Seann William Scott, Olivia Thirlby, Garret Dillahunt","On the verge of giving up on life, a guy travels to his hometown to make amends.",English,United States,NA,24.0,6.4,18624,12 May 2015,10970.0,True,Comedy,Seann William Scott,0.0,10970.0,2015,6.4,9.0,24.0
Before I Go to Sleep,R,2014-10-31,92,Rowan Joffe,"Rowan Joffe, S.J. Watson","Nicole Kidman, Colin Firth, Mark Strong","A woman wakes up every day, remembering nothing as a result of a traumatic accident in her past. One day, new terrifying truths emerge that force her to question everyone around her.",English,"United Kingdom, United States, France, Sweden",NA,41.0,6.4,76878,27 Jan 2015,3242457.0,True,Drama,Nicole Kidman,22000000.0,17669776.0,2014,6.4,37.0,41.0
The Good Lie,PG-13,2014-11-07,110,Philippe Falardeau,Margaret Nagle,"Reese Witherspoon, Arnold Oceng, Ger Duany","A group of Sudanese refugees, given the chance to resettle in the U.S., arrive in Kansas City, Missouri, where their encounter with an employment agency counselor forever changes all of their lives.",English,"Kenya, India, United States, Canada, South Africa",3 wins & 7 nominations,65.0,7.4,28287,23 Dec 2014,2722209.0,True,Biography,Reese Witherspoon,20000000.0,3396345.0,2014,7.4,87.0,65.0
